SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,4500 Four Mile Run Dr #626,Arlington,VA,22204,315000,2,2.0,The Brittany,1150,,2005,38,274,569,Active,,,http://www.redfin.com/VA/Arlington/4500-S-Four-Mile-Run-Dr-22204/unit-626/home/11281952,MRIS,AR10181816,N,Y,38.854497,-77.105913
MLS Listing,,Condo/Co-op,3705 George Mason Dr Unit 315S,Falls Church,VA,22041,365000,3,2.0,Skyline Plaza,1842,,1975,38,198,887,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/VA/Falls-Church/3705-S-George-Mason-Dr-22041/unit-315S/home/9657939,MRIS,FX10175263,N,Y,38.84292,-77.1137662
MLS Listing,,Condo/Co-op,11801 Rockville Pike #1103,Rockville,MD,20852,265999,2,2.0,The Forum,1154,,1968,38,231,890,Active,,,http://www.redfin.com/MD/North-Bethesda/11801-Rockville-Pike-20852/unit-1103/home/10523291,MRIS,MC10177007,N,Y,39.0511034,-77.1131149
MLS Listing,,Condo/Co-op,1801 Clydesdale Pl NW #623,Washington,DC,20009,249000,1,1.0,Mount Pleasant,540,,1950,38,461,387,Active,,,http://www.redfin.com/DC/Washington/1801-Clydesdale-Pl-NW-20009/unit-623/home/28925005,MRIS,DC10180796,N,Y,38.9262616,-77.0435383
MLS Listing,,Condo/Co-op,2465 Army Navy Dr Unit 1-210,Arlington,VA,22206,299990,1,1.0,The Grove At Arlington,701,,2003,38,428,306,Active,,,http://www.redfin.com/VA/Arlington/2465-Army-Navy-Dr-22206/unit-1-210/home/11282262,MRIS,AR10180621,N,Y,38.8482447,-77.0768017
MLS Listing,,Condo/Co-op,1024 Utah St N #518,Arlington,VA,22201,365000,1,1.0,Westview At Ballston,700,,2005,38,521,393,Active,April-22-2018 01:00 PM,April-22-2018 04:00 PM,http://www.redfin.com/VA/Arlington/1024-N-Utah-St-22201/unit-518/home/11280277,MRIS,AR10175233,N,Y,38.8831692,-77.1142032
MLS Listing,,Condo/Co-op,3709-SOUTH George Mason Dr Unit 710 EAST,Falls Church,VA,22041,279900,2,2.0,Skyline House,1389,,1980,39,202,626,Active,,,http://www.redfin.com/VA/Falls-Church/3709-S-George-Mason-Dr-22041/unit-710-EAST/home/145127297,MRIS,FX10180568,N,Y,38.8422539,-77.116104
MLS Listing,,Condo/Co-op,2300 Pimmit Dr #101,Falls Church,VA,22043,259900,2,2.0,Idylwood Towers,1182,,1974,39,220,791,Active,,,http://www.redfin.com/VA/Falls-Church/2300-Pimmit-Dr-22043/unit-101/home/9479735,MRIS,FX10180199,N,Y,38.8989474,-77.207147
MLS Listing,,Condo/Co-op,1908 Wilson Ln Unit T1,Mclean,VA,22102,250000,2,1.0,Mc Lean Chase,866,,1964,39,289,410,Active,,,http://www.redfin.com/VA/McLean/1908-Wilson-Ln-22102/unit-T1/home/143311169,MRIS,FX10180097,N,Y,38.914636,-77.216274
MLS Listing,,Condo/Co-op,1200-S Arlington Ridge Rd #204,Arlington,VA,22202,245000,1,1.0,The Cavendish,883,,1958,39,277,657,Active,,,http://www.redfin.com/VA/Arlington/1200-S-Arlington-Ridge-Rd-22202/unit-204/home/11275292,MRIS,AR10179765,N,Y,38.862744,-77.0665606
MLS Listing,,Condo/Co-op,4551 Strutfield Ln #4135,Alexandria,VA,22311,315000,2,2.0,Palazzo At Park Center,962,,2000,40,327,405,Active,,,http://www.redfin.com/VA/Alexandria/4551-Strutfield-Ln-22311/unit-4135/home/11877752,MRIS,AX10179565,N,Y,38.8355869,-77.10574
MLS Listing,,Condo/Co-op,1111 Arlington Blvd #920,Arlington,VA,22209,170000,1,1.0,River Place West,559,,1955,41,304,451,Active,,,http://www.redfin.com/VA/Arlington/1111-Arlington-Blvd-22209/unit-920/home/11253239,MRIS,AR10178570,N,Y,38.8924544,-77.0698027
MLS Listing,,Condo/Co-op,1125 12th St NW Unit B1,Washington,DC,20005,335900,3,2.0,Old City #2,1024,,1910,43,328,1089,Active,,,http://www.redfin.com/DC/Washington/1125-12th-St-NW-20005/unit-B1/home/12533462,MRIS,DC10176961,N,Y,38.9047961,-77.0278937
MLS Listing,,Condo/Co-op,5500 FRIENDSHIP Blvd Unit 1101N,CHEVY CHASE,MD,20815,225000,1,1.0,CHEVY CHASE,495,,1968,43,455,374,Active,,,http://www.redfin.com/MD/Chevy-Chase/5500-Friendship-Blvd-20815/unit-1101N/home/10691848,BRIGHT MLS,1000253354,N,Y,38.9631191,-77.089318
MLS Listing,,Condo/Co-op,5500 Friendship Blvd Unit 1101N,Chevy Chase,MD,20815,225000,1,1.0,Willoughby Of Ch Ch Codm,495,,1968,43,455,374,Active,,,http://www.redfin.com/MD/Chevy-Chase/5500-Friendship-Blvd-20815/unit-1101N/home/143700131,MRIS,MC10176931,N,Y,38.9631191,-77.089318
MLS Listing,,Condo/Co-op,2311 Pimmit Dr #715,Falls Church,VA,22043,255000,2,2.0,Idylwood Towers,1182,,1974,43,216,786,Active,,,http://www.redfin.com/VA/Falls-Church/2311-Pimmit-Dr-22043/unit-715/home/9479515,MRIS,FX10176865,N,Y,38.898085,-77.205321
